Division,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,Referee,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFoulsCommitted,AwayFoulsCommitted,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,half_result_code,match_result_code,match_year,match_month,match_weekday,season,home_prob,draw_prob,away_prob
Championship,2017-12-23,Fulham,Barnsley,2,1,HomeWin,0.0,0.0,Draw,J Linington,19.0,7.0,6.0,2.0,11.0,11.0,10.0,4.0,1.0,2.0,0.0,0.0,1.64,4.2,5.5,1,0,2017,December,Saturday,2017/2018,0.5921862182116489,0.2312346185397867,0.1765791632485644
Championship,2017-12-23,Leeds,Hull,1,0,HomeWin,1.0,0.0,HomeLead,S Martin,5.0,15.0,3.0,4.0,9.0,11.0,2.0,8.0,0.0,2.0,0.0,0.0,1.95,3.6,4.2,0,0,2017,December,Saturday,2017/2018,0.49851632047477745,0.27002967359050445,0.23145400593471807
Championship,2017-12-23,Preston,Nott'm Forest,1,1,Draw,0.0,0.0,Draw,S Duncan,15.0,11.0,5.0,5.0,6.0,12.0,9.0,5.0,2.0,4.0,0.0,0.0,1.9,3.6,4.5,1,1,2017,December,Saturday,2017/2018,0.5128205128205129,0.27065527065527073,0.21652421652421655
Championship,2017-12-23,QPR,Bristol City,1,1,Draw,1.0,0.0,HomeLead,A Madley,8.0,17.0,2.0,6.0,12.0,15.0,5.0,8.0,1.0,3.0,0.0,0.0,2.89,3.39,2.6,0,1,2017,December,Saturday,2017/2018,0.3373766990365587,0.2876161239574203,0.37500717700602104
Championship,2017-12-23,Reading,Burton,1,2,AwayWin,0.0,1.0,AwayLead,J Brooks,7.0,7.0,2.0,3.0,6.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,1.66,3.89,6.0,2,2,2017,December,Saturday,2017/2018,0.5870605220663323,0.2505194001619824,0.16242007777168524
Championship,2017-12-23,Sheffield Weds,Middlesbrough,1,2,AwayWin,1.0,0.0,HomeLead,P Bankes,12.0,13.0,5.0,4.0,15.0,5.0,4.0,4.0,2.0,1.0,0.0,0.0,2.7,3.2,2.89,0,2,2017,December,Saturday,2017/2018,0.35997041765598853,0.3037250398972403,0.33630454244677127
Championship,2017-12-23,Sunderland,Birmingham,1,1,Draw,1.0,1.0,Draw,O Langford,19.0,16.0,4.0,5.0,13.0,15.0,6.0,2.0,0.0,3.0,0.0,1.0,2.0,3.39,4.33,1,1,2017,December,Saturday,2017/2018,0.48736167231653427,0.2875290102162444,0.22510931746722135
Championship,2017-12-23,Wolves,Ipswich,1,0,HomeWin,1.0,0.0,HomeLead,D Coote,17.0,5.0,5.0,2.0,13.0,13.0,4.0,5.0,1.0,3.0,0.0,0.0,1.36,5.0,11.0,0,0,2017,December,Saturday,2017/2018,0.7165190203230849,0.19489317352787913,0.08858780614903597
Championship,2017-12-26,Barnsley,Preston,0,0,Draw,0.0,0.0,Draw,G Eltringham,7.0,10.0,2.0,2.0,12.0,13.0,1.0,4.0,1.0,3.0,0.0,0.0,3.39,3.5,2.25,1,1,2017,December,Tuesday,2017/2018,0.2877500685119211,0.27870649493011784,0.43354343655796107
Championship,2017-12-26,Birmingham,Norwich,0,2,AwayWin,0.0,1.0,AwayLead,D Coote,18.0,16.0,2.0,8.0,16.0,10.0,4.0,4.0,1.0,2.0,0.0,0.0,3.2,3.39,2.39,2,2,2017,December,Tuesday,2017/2018,0.3046119835627357,0.28753933551644667,0.40784868092081766
Championship,2017-12-26,Brentford,Aston Villa,2,1,HomeWin,1.0,1.0,Draw,K Stroud,17.0,9.0,5.0,5.0,11.0,11.0,10.0,5.0,2.0,1.0,0.0,0.0,2.37,3.5,3.1,1,0,2017,December,Tuesday,2017/2018,0.4095576022950324,0.27732900498263624,0.31311339272233124
Championship,2017-12-26,Bristol City,Reading,2,0,HomeWin,0.0,0.0,Draw,O Langford,9.0,11.0,6.0,3.0,12.0,13.0,6.0,5.0,3.0,2.0,0.0,0.0,1.9,3.6,4.5,1,0,2017,December,Tuesday,2017/2018,0.5128205128205129,0.27065527065527073,0.21652421652421655
Championship,2017-12-26,Burton,Leeds,1,2,AwayWin,1.0,0.0,HomeLead,D Bond,13.0,12.0,3.0,2.0,7.0,9.0,0.0,3.0,3.0,2.0,0.0,0.0,3.89,3.39,2.1,0,2,2017,December,Tuesday,2017/2018,0.2500079016403805,0.28688222341624786,0.46310987494337147
Championship,2017-12-26,Cardiff,Fulham,2,4,AwayWin,0.0,1.0,AwayLead,S Hooper,15.0,9.0,6.0,6.0,17.0,11.0,7.0,2.0,1.0,4.0,0.0,0.0,2.29,3.5,3.29,2,2,2017,December,Tuesday,2017/2018,0.4254713809068102,0.2783798463647415,0.2961487727284484
Championship,2017-12-26,Hull,Derby,0,0,Draw,0.0,0.0,Draw,T Harrington,10.0,7.0,2.0,3.0,4.0,19.0,4.0,3.0,2.0,3.0,0.0,0.0,2.79,3.5,2.6,1,1,2017,December,Tuesday,2017/2018,0.34840537539722044,0.27772885638807,0.3738657682147096
Championship,2017-12-26,Ipswich,QPR,0,0,Draw,0.0,0.0,Draw,A Davies,11.0,9.0,2.0,3.0,8.0,17.0,5.0,6.0,1.0,0.0,0.0,1.0,2.29,3.5,3.29,1,1,2017,December,Tuesday,2017/2018,0.4254713809068102,0.2783798463647415,0.2961487727284484
Championship,2017-12-26,Middlesbrough,Bolton,2,0,HomeWin,0.0,0.0,Draw,J Simpson,16.0,9.0,6.0,0.0,15.0,22.0,2.0,4.0,2.0,3.0,0.0,0.0,1.5,4.5,7.5,1,0,2017,December,Tuesday,2017/2018,0.6521739130434783,0.21739130434782608,0.13043478260869565
Championship,2017-12-26,Millwall,Wolves,2,2,Draw,1.0,1.0,Draw,T Robinson,11.0,20.0,5.0,8.0,10.0,13.0,7.0,8.0,3.0,3.0,0.0,0.0,4.33,3.5,1.95,1,1,2017,December,Tuesday,2017/2018,0.22433316350847204,0.27753217085476684,0.49813466563676106
Championship,2017-12-26,Nott'm Forest,Sheffield Weds,0,3,AwayWin,0.0,2.0,AwayLead,A Madley,17.0,19.0,6.0,8.0,14.0,9.0,4.0,8.0,2.0,0.0,0.0,0.0,2.45,3.5,3.0,2,2,2017,December,Tuesday,2017/2018,0.3973509933774835,0.27814569536423844,0.3245033112582782
Championship,2017-12-26,Sheffield United,Sunderland,3,0,HomeWin,1.0,0.0,HomeLead,P Bankes,10.0,7.0,4.0,0.0,12.0,11.0,6.0,0.0,1.0,2.0,0.0,0.0,1.75,3.79,5.25,0,0,2017,December,Tuesday,2017/2018,0.5570798628123469,0.25722684958353753,0.18569328760411563
Championship,2017-12-29,Cardiff,Preston,0,1,AwayWin,0.0,0.0,Draw,J Linington,11.0,16.0,3.0,4.0,12.0,15.0,4.0,7.0,2.0,4.0,0.0,0.0,2.1,3.39,3.89,1,2,2017,December,Friday,2017/2018,0.46310987494337147,0.28688222341624786,0.2500079016403805
Championship,2017-12-29,Millwall,QPR,1,0,HomeWin,0.0,0.0,Draw,K Stroud,10.0,14.0,3.0,4.0,11.0,8.0,6.0,3.0,1.0,1.0,0.0,0.0,2.0,3.6,4.0,1,0,2017,December,Friday,2017/2018,0.4864864864864865,0.2702702702702703,0.24324324324324326
Championship,2017-12-30,Barnsley,Reading,1,1,Draw,0.0,0.0,Draw,S Hooper,19.0,10.0,7.0,5.0,10.0,6.0,7.0,5.0,0.0,1.0,0.0,0.0,2.79,3.39,2.7,1,1,2017,December,Saturday,2017/2018,0.35009811008984826,0.2881338428173087,0.36176804709284316
Championship,2017-12-30,Birmingham,Leeds,1,0,HomeWin,0.0,0.0,Draw,T Robinson,12.0,9.0,3.0,2.0,12.0,12.0,8.0,3.0,1.0,2.0,0.0,0.0,3.5,3.29,2.29,1,0,2017,December,Saturday,2017/2018,0.2783798463647415,0.2961487727284484,0.4254713809068102
Championship,2017-12-30,Brentford,Sheffield Weds,2,0,HomeWin,1.0,0.0,HomeLead,D Coote,16.0,6.0,6.0,1.0,9.0,11.0,7.0,5.0,1.0,3.0,0.0,0.0,1.85,4.0,4.2,0,0,2017,December,Saturday,2017/2018,0.5254926493587738,0.24304035032843294,0.23146700031279327
Championship,2017-12-30,Bristol City,Wolves,1,2,AwayWin,0.0,0.0,Draw,P Bankes,13.0,10.0,4.0,3.0,11.0,10.0,6.0,3.0,0.0,1.0,1.0,1.0,3.0,3.39,2.5,1,2,2017,December,Saturday,2017/2018,0.3241537578886976,0.2868617326448652,0.3889845094664372
Championship,2017-12-30,Burton,Norwich,0,0,Draw,0.0,0.0,Draw,R Jones,11.0,6.0,2.0,2.0,15.0,20.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,3.39,2.1,1,1,2017,December,Saturday,2017/2018,0.24481584648715574,0.2888682554420717,0.4663158980707728
Championship,2017-12-30,Hull,Fulham,2,2,Draw,2.0,0.0,HomeLead,D Webb,10.0,12.0,6.0,3.0,7.0,12.0,4.0,6.0,0.0,1.0,0.0,0.0,2.75,3.6,2.6,0,1,2017,December,Saturday,2017/2018,0.35441120787580466,0.27073078379401744,0.37485800833017796
Championship,2017-12-30,Ipswich,Derby,1,2,AwayWin,0.0,1.0,AwayLead,O Langford,14.0,17.0,3.0,6.0,16.0,10.0,9.0,5.0,1.0,0.0,0.0,0.0,3.39,3.39,2.29,2,2,2017,December,Saturday,2017/2018,0.28732747804265996,0.28732747804265996,0.4253450439146801
Championship,2017-12-30,Middlesbrough,Aston Villa,0,1,AwayWin,0.0,0.0,Draw,A Madley,13.0,11.0,1.0,5.0,16.0,12.0,5.0,9.0,3.0,4.0,0.0,0.0,2.0,3.39,4.33,1,2,2017,December,Saturday,2017/2018,0.48736167231653427,0.2875290102162444,0.22510931746722135
Championship,2017-12-30,Nott'm Forest,Sunderland,0,1,AwayWin,0.0,1.0,AwayLead,D Bond,22.0,1.0,3.0,1.0,13.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,2.04,3.6,3.79,2,2,2017,December,Saturday,2017/2018,0.4750762545439352,0.2692098775748966,0.2557138678811683
Championship,2017-12-30,Sheffield United,Bolton,0,1,AwayWin,0.0,1.0,AwayLead,S Martin,16.0,4.0,5.0,2.0,9.0,11.0,8.0,5.0,2.0,2.0,0.0,0.0,1.57,4.2,6.5,2,2,2017,December,Saturday,2017/2018,0.61906165672691,0.2314111431098211,0.14952720016326904
Championship,2018-01-01,Aston Villa,Bristol City,5,0,HomeWin,2.0,0.0,HomeLead,A Davies,13.0,5.0,6.0,1.0,13.0,11.0,5.0,3.0,0.0,1.0,0.0,0.0,2.14,3.39,3.75,0,0,2018,January,Monday,2017/2018,0.4541459911903716,0.2866880298369897,0.2591659789726387
Championship,2018-01-01,Bolton,Hull,1,0,HomeWin,1.0,0.0,HomeLead,G Eltringham,14.0,14.0,3.0,5.0,9.0,10.0,5.0,9.0,3.0,3.0,0.0,0.0,2.89,3.39,2.6,0,0,2018,January,Monday,2017/2018,0.3373766990365587,0.2876161239574203,0.37500717700602104
Championship,2018-01-01,Derby,Sheffield United,1,1,Draw,1.0,0.0,HomeLead,D Bond,6.0,10.0,1.0,3.0,12.0,8.0,2.0,13.0,1.0,3.0,0.0,0.0,2.25,3.25,3.7,0,1,2018,January,Monday,2017/2018,0.4347040216900136,0.30094893809308637,0.26434704021690014
Championship,2018-01-01,Leeds,Nott'm Forest,0,0,Draw,0.0,0.0,Draw,J Simpson,19.0,7.0,7.0,1.0,14.0,11.0,2.0,8.0,2.0,2.0,0.0,0.0,1.95,3.5,4.33,1,1,2018,January,Monday,2017/2018,0.49813466563676106,0.27753217085476684,0.22433316350847204
Championship,2018-01-01,Norwich,Millwall,2,1,HomeWin,0.0,1.0,AwayLead,S Martin,17.0,7.0,5.0,2.0,8.0,20.0,5.0,4.0,0.0,1.0,0.0,0.0,2.14,3.5,3.6,2,0,2018,January,Monday,2017/2018,0.45333525221270776,0.277182125638627,0.2694826221486652
Championship,2018-01-01,Preston,Middlesbrough,2,3,AwayWin,2.0,1.0,HomeLead,D Coote,20.0,7.0,7.0,4.0,12.0,9.0,7.0,4.0,2.0,4.0,0.0,0.0,2.5,3.29,3.1,0,2,2018,January,Monday,2017/2018,0.3896614961412089,0.2960953618094292,0.31424314204936193
Championship,2018-01-01,QPR,Cardiff,2,1,HomeWin,0.0,0.0,Draw,T Robinson,12.0,13.0,5.0,4.0,10.0,11.0,4.0,5.0,2.0,2.0,0.0,0.0,2.89,3.29,2.62,1,0,2018,January,Monday,2017/2018,0.33540469344000123,0.29462600730747834,0.3699692992525205
Championship,2018-01-01,Sheffield Weds,Burton,0,3,AwayWin,0.0,1.0,AwayLead,D England,17.0,9.0,3.0,6.0,15.0,9.0,6.0,1.0,2.0,1.0,0.0,0.0,1.66,4.0,5.75,2,2,2018,January,Monday,2017/2018,0.5869592956488452,0.24358810769427075,0.169452596656884
Championship,2018-01-01,Sunderland,Barnsley,0,1,AwayWin,0.0,0.0,Draw,R Jones,11.0,17.0,2.0,3.0,12.0,12.0,7.0,7.0,1.0,5.0,0.0,0.0,2.25,3.39,3.5,1,2,2018,January,Monday,2017/2018,0.4335434365579611,0.28775006851192114,0.2787064949301179
Championship,2018-01-02,Fulham,Ipswich,4,1,HomeWin,0.0,1.0,AwayLead,K Stroud,25.0,3.0,8.0,1.0,17.0,10.0,8.0,2.0,3.0,4.0,0.0,1.0,1.57,4.0,5.5,2,0,2018,January,Tuesday,2017/2018,0.5959637003927942,0.23391575240417176,0.17012054720303402
Championship,2018-01-02,Reading,Birmingham,0,2,AwayWin,0.0,1.0,AwayLead,J Linington,12.0,13.0,5.0,4.0,9.0,13.0,9.0,7.0,1.0,0.0,0.0,0.0,1.9,3.5,4.0,2,2,2018,January,Tuesday,2017/2018,0.49557522123893805,0.26902654867256637,0.23539823008849559
Championship,2018-01-02,Wolves,Brentford,3,0,HomeWin,0.0,0.0,Draw,A Madley,17.0,12.0,10.0,0.0,13.0,15.0,6.0,7.0,2.0,3.0,0.0,0.0,1.61,4.0,5.0,1,0,2018,January,Tuesday,2017/2018,0.5798782255726297,0.23340098579298346,0.1867207886343868
Championship,2018-01-12,Sheffield United,Sheffield Weds,0,0,Draw,0.0,0.0,Draw,D Coote,12.0,12.0,2.0,3.0,5.0,11.0,8.0,2.0,0.0,3.0,0.0,1.0,1.8,3.6,5.25,1,1,2018,January,Friday,2017/2018,0.5426356589147288,0.2713178294573644,0.18604651162790697
Championship,2018-01-13,Barnsley,Wolves,0,0,Draw,0.0,0.0,Draw,K Stroud,7.0,13.0,2.0,0.0,12.0,9.0,1.0,6.0,1.0,2.0,0.0,0.0,6.0,3.79,1.66,1,1,2018,January,Saturday,2017/2018,0.16135352923978108,0.2554409433875162,0.5832055273727028
Championship,2018-01-13,Birmingham,Derby,0,3,AwayWin,0.0,1.0,AwayLead,L Probert,14.0,12.0,2.0,7.0,7.0,13.0,6.0,4.0,1.0,3.0,0.0,0.0,3.6,3.2,2.29,2,2,2018,January,Saturday,2017/2018,0.27048575225158716,0.30429647128303555,0.42521777646537723
Championship,2018-01-13,Brentford,Bolton,2,0,HomeWin,1.0,0.0,HomeLead,A Davies,20.0,11.0,4.0,4.0,6.0,11.0,6.0,6.0,0.0,5.0,0.0,0.0,1.6,4.33,6.0,0,0,2018,January,Saturday,2017/2018,0.6111790721746495,0.22583984191211068,0.16298108591323987
Championship,2018-01-13,Bristol City,Norwich,0,1,AwayWin,0.0,0.0,Draw,S Hooper,14.0,14.0,6.0,3.0,9.0,15.0,8.0,4.0,1.0,5.0,0.0,0.0,2.29,3.39,3.39,1,2,2018,January,Saturday,2017/2018,0.4253450439146801,0.28732747804265996,0.28732747804265996
Championship,2018-01-13,Burton,QPR,1,3,AwayWin,1.0,1.0,Draw,S Martin,4.0,14.0,2.0,6.0,6.0,11.0,5.0,3.0,3.0,2.0,0.0,0.0,2.87,3.2,2.75,1,2,2018,January,Saturday,2017/2018,0.3400769037543717,0.3050064730547022,0.35491662319092615
Championship,2018-01-13,Cardiff,Sunderland,4,0,HomeWin,0.0,0.0,Draw,A Madley,21.0,3.0,9.0,0.0,23.0,14.0,8.0,1.0,1.0,2.0,0.0,1.0,1.7,3.75,5.75,1,0,2018,January,Saturday,2017/2018,0.5717600265164071,0.2591978786874379,0.16904209479615512
Championship,2018-01-13,Hull,Reading,0,0,Draw,0.0,0.0,Draw,D England,13.0,6.0,5.0,2.0,13.0,9.0,6.0,7.0,1.0,0.0,0.0,0.0,2.1,3.5,3.75,1,1,2018,January,Saturday,2017/2018,0.46296296296296297,0.2777777777777778,0.2592592592592593
Championship,2018-01-13,Ipswich,Leeds,1,0,HomeWin,0.0,0.0,Draw,R Jones,14.0,12.0,4.0,2.0,13.0,14.0,4.0,1.0,2.0,2.0,0.0,1.0,3.2,3.2,2.5,1,0,2018,January,Saturday,2017/2018,0.30487804878048785,0.30487804878048785,0.39024390243902446
Championship,2018-01-13,Middlesbrough,Fulham,0,1,AwayWin,0.0,0.0,Draw,G Eltringham,9.0,12.0,0.0,2.0,13.0,12.0,5.0,1.0,4.0,3.0,0.0,0.0,2.14,3.5,3.6,1,2,2018,January,Saturday,2017/2018,0.45333525221270776,0.277182125638627,0.2694826221486652
Championship,2018-01-13,Millwall,Preston,1,1,Draw,1.0,0.0,HomeLead,J Simpson,9.0,11.0,1.0,3.0,15.0,15.0,3.0,4.0,1.0,2.0,0.0,0.0,2.62,3.29,2.89,0,1,2018,January,Saturday,2017/2018,0.3699692992525205,0.29462600730747834,0.33540469344000123
Championship,2018-01-13,Nott'm Forest,Aston Villa,0,1,AwayWin,0.0,1.0,AwayLead,J Linington,10.0,8.0,4.0,3.0,20.0,10.0,4.0,2.0,2.0,2.0,0.0,0.0,3.1,3.29,2.5,2,2,2018,January,Saturday,2017/2018,0.31424314204936193,0.2960953618094292,0.3896614961412089
Championship,2018-01-19,Derby,Bristol City,0,0,Draw,0.0,0.0,Draw,D England,20.0,12.0,5.0,2.0,14.0,11.0,6.0,3.0,1.0,1.0,0.0,0.0,2.0,3.5,4.09,1,1,2018,January,Friday,2017/2018,0.4853364977114766,0.2773351415494152,0.23732836073910837
Championship,2018-01-20,Aston Villa,Barnsley,3,1,HomeWin,3.0,1.0,HomeLead,S Duncan,13.0,21.0,6.0,6.0,11.0,11.0,8.0,6.0,0.0,2.0,0.0,0.0,1.57,4.0,7.0,0,0,2018,January,Saturday,2017/2018,0.6185111552904793,0.24276562845151314,0.1387232162580075
Championship,2018-01-20,Bolton,Ipswich,1,1,Draw,0.0,0.0,Draw,P Bankes,12.0,9.0,4.0,3.0,13.0,12.0,3.0,3.0,1.0,1.0,0.0,0.0,2.37,3.29,3.29,1,1,2018,January,Saturday,2017/2018,0.40971357409713577,0.29514321295143214,0.29514321295143214
Championship,2018-01-20,Fulham,Burton,6,0,HomeWin,3.0,0.0,HomeLead,T Robinson,21.0,6.0,10.0,0.0,8.0,9.0,3.0,1.0,0.0,2.0,0.0,0.0,1.44,5.0,7.5,0,0,2018,January,Saturday,2017/2018,0.6756756756756758,0.19459459459459463,0.12972972972972974
Championship,2018-01-20,Leeds,Millwall,3,4,AwayWin,0.0,2.0,AwayLead,D Coote,19.0,26.0,11.0,8.0,12.0,13.0,1.0,9.0,3.0,2.0,1.0,0.0,2.25,3.25,3.6,2,2,2018,January,Saturday,2017/2018,0.4315352697095436,0.29875518672199175,0.26970954356846477
Championship,2018-01-20,Norwich,Sheffield United,1,2,AwayWin,0.0,1.0,AwayLead,T Harrington,10.0,14.0,4.0,7.0,13.0,18.0,6.0,2.0,2.0,2.0,0.0,0.0,2.75,3.29,2.79,2,2,2018,January,Saturday,2017/2018,0.35441772107911085,0.29624581549165796,0.3493364634292311
Championship,2018-01-20,Preston,Birmingham,1,1,Draw,1.0,0.0,HomeLead,A Davies,6.0,17.0,3.0,3.0,11.0,9.0,4.0,8.0,2.0,2.0,0.0,0.0,1.75,3.6,5.75,0,1,2018,January,Saturday,2017/2018,0.5585160202360877,0.2715008431703204,0.1699831365935919
Championship,2018-01-20,QPR,Middlesbrough,0,3,AwayWin,0.0,2.0,AwayLead,O Langford,13.0,12.0,2.0,5.0,11.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,3.29,3.29,2.37,2,2,2018,January,Saturday,2017/2018,0.2951432129514321,0.2951432129514321,0.40971357409713566
Championship,2018-01-20,Reading,Brentford,0,1,AwayWin,0.0,0.0,Draw,D Bond,11.0,23.0,3.0,10.0,8.0,12.0,7.0,4.0,3.0,4.0,0.0,0.0,3.39,3.5,2.25,1,2,2018,January,Saturday,2017/2018,0.2877500685119211,0.27870649493011784,0.43354343655796107
Championship,2018-01-20,Sheffield Weds,Cardiff,0,0,Draw,0.0,0.0,Draw,R East,14.0,15.0,2.0,4.0,8.0,17.0,3.0,5.0,1.0,3.0,0.0,0.0,3.2,3.25,2.45,1,1,2018,January,Saturday,2017/2018,0.30388321725026235,0.29920809083102756,0.39690869191871
Championship,2018-01-20,Sunderland,Hull,1,0,HomeWin,1.0,0.0,HomeLead,K Stroud,13.0,14.0,6.0,3.0,16.0,12.0,4.0,7.0,4.0,2.0,0.0,0.0,3.29,3.29,2.37,0,0,2018,January,Saturday,2017/2018,0.2951432129514321,0.2951432129514321,0.40971357409713566
Championship,2018-01-20,Wolves,Nott'm Forest,0,2,AwayWin,0.0,2.0,AwayLead,R Madley,6.0,5.0,1.0,4.0,16.0,7.0,5.0,4.0,3.0,3.0,0.0,0.0,1.44,5.0,7.5,2,2,2018,January,Saturday,2017/2018,0.6756756756756758,0.19459459459459463,0.12972972972972974
Championship,2018-01-27,Barnsley,Fulham,1,3,AwayWin,1.0,0.0,HomeLead,A Davies,8.0,12.0,5.0,5.0,9.0,7.0,6.0,3.0,2.0,2.0,1.0,0.0,3.75,3.75,2.04,0,2,2018,January,Saturday,2017/2018,0.260536398467433,0.260536398467433,0.47892720306513414
Championship,2018-01-27,Brentford,Norwich,0,1,AwayWin,0.0,1.0,AwayLead,S Duncan,22.0,9.0,6.0,3.0,9.0,12.0,6.0,4.0,2.0,2.0,0.0,0.0,1.95,3.75,4.0,2,2,2018,January,Saturday,2017/2018,0.49813200498132004,0.2590286425902864,0.2428393524283935
Championship,2018-01-27,Bristol City,QPR,2,0,HomeWin,1.0,0.0,HomeLead,K Stroud,8.0,14.0,4.0,2.0,12.0,16.0,6.0,7.0,1.0,3.0,1.0,0.0,1.9,3.6,4.5,0,0,2018,January,Saturday,2017/2018,0.5128205128205129,0.27065527065527073,0.21652421652421655
Championship,2018-01-27,Ipswich,Wolves,0,1,AwayWin,0.0,1.0,AwayLead,S Hooper,11.0,15.0,6.0,10.0,7.0,14.0,5.0,4.0,3.0,1.0,0.0,0.0,5.5,3.75,1.72,2,2,2018,January,Saturday,2017/2018,0.17654304091966608,0.2589297933488436,0.5645271657314904
Championship,2018-01-30,Birmingham,Sunderland,3,1,HomeWin,2.0,0.0,HomeLead,D Bond,13.0,14.0,5.0,4.0,11.0,9.0,3.0,5.0,3.0,3.0,0.0,0.0,2.14,3.25,3.89,0,0,2018,January,Tuesday,2017/2018,0.4527775489665892,0.2981366014733849,0.24908584956002594
Championship,2018-01-30,Burton,Reading,1,3,AwayWin,0.0,1.0,AwayLead,R Jones,5.0,11.0,1.0,4.0,10.0,17.0,3.0,6.0,3.0,3.0,0.0,0.0,2.89,3.2,2.7,2,2,2018,January,Tuesday,2017/2018,0.33630454244677127,0.3037250398972403,0.35997041765598853
Championship,2018-01-30,Hull,Leeds,0,0,Draw,0.0,0.0,Draw,T Harrington,14.0,6.0,7.0,0.0,21.0,14.0,7.0,3.0,5.0,1.0,0.0,0.0,2.25,3.39,3.5,1,1,2018,January,Tuesday,2017/2018,0.4335434365579611,0.28775006851192114,0.2787064949301179
Championship,2018-01-30,Middlesbrough,Sheffield Weds,0,0,Draw,0.0,0.0,Draw,J Linington,21.0,12.0,7.0,1.0,8.0,6.0,9.0,3.0,0.0,2.0,0.0,0.0,1.66,3.79,6.0,1,1,2018,January,Tuesday,2017/2018,0.5832055273727026,0.25544094338751616,0.16135352923978105
Championship,2018-01-30,Millwall,Derby,0,0,Draw,0.0,0.0,Draw,O Langford,13.0,12.0,4.0,3.0,10.0,11.0,4.0,5.0,2.0,1.0,0.0,0.0,2.62,3.29,2.89,1,1,2018,January,Tuesday,2017/2018,0.3699692992525205,0.29462600730747834,0.33540469344000123
Championship,2018-01-30,Nott'm Forest,Preston,0,3,AwayWin,0.0,1.0,AwayLead,G Eltringham,11.0,15.0,0.0,7.0,15.0,10.0,4.0,5.0,3.0,1.0,0.0,0.0,2.75,3.25,2.79,2,2,2018,January,Tuesday,2017/2018,0.35313017232986077,0.2988024535098822,0.348067374160257
Championship,2018-01-30,Sheffield United,Aston Villa,0,1,AwayWin,0.0,0.0,Draw,J Simpson,16.0,9.0,6.0,3.0,12.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,2.5,3.1,3.29,1,2,2018,January,Tuesday,2017/2018,0.3896614961412089,0.31424314204936193,0.2960953618094292
Championship,2018-02-02,Bolton,Bristol City,1,0,HomeWin,0.0,0.0,Draw,A Madley,11.0,14.0,4.0,3.0,17.0,11.0,3.0,6.0,2.0,2.0,0.0,0.0,3.75,3.39,2.14,1,0,2018,February,Friday,2017/2018,0.2591659789726387,0.2866880298369897,0.4541459911903716
Championship,2018-02-03,Aston Villa,Burton,3,2,HomeWin,1.0,0.0,HomeLead,D Coote,12.0,7.0,5.0,4.0,13.0,13.0,7.0,5.0,3.0,4.0,0.0,0.0,1.39,4.75,10.0,0,0,2018,February,Saturday,2017/2018,0.6985037314804603,0.20440424984375571,0.09709201867578399
Championship,2018-02-03,Derby,Brentford,3,0,HomeWin,2.0,0.0,HomeLead,P Bankes,13.0,7.0,7.0,2.0,12.0,14.0,6.0,5.0,2.0,2.0,0.0,1.0,2.25,3.5,3.39,0,0,2018,February,Saturday,2017/2018,0.43354343655796107,0.27870649493011784,0.2877500685119211
Championship,2018-02-03,Fulham,Nott'm Forest,2,0,HomeWin,0.0,0.0,Draw,T Robinson,14.0,10.0,5.0,3.0,10.0,11.0,10.0,6.0,1.0,2.0,0.0,0.0,1.64,4.2,5.5,1,0,2018,February,Saturday,2017/2018,0.5921862182116489,0.2312346185397867,0.1765791632485644
Championship,2018-02-03,Leeds,Cardiff,1,4,AwayWin,0.0,3.0,AwayLead,G Scott,8.0,11.0,4.0,5.0,14.0,20.0,5.0,5.0,0.0,4.0,1.0,0.0,2.87,3.25,2.7,2,2,2018,February,Saturday,2017/2018,0.33943871728913216,0.29975049803686443,0.36081078467400346
Championship,2018-02-03,Norwich,Middlesbrough,1,0,HomeWin,1.0,0.0,HomeLead,M Jones,21.0,9.0,6.0,1.0,9.0,11.0,5.0,4.0,2.0,1.0,0.0,1.0,2.79,3.25,2.75,0,0,2018,February,Saturday,2017/2018,0.34806737416025696,0.29880245350988216,0.3531301723298607
Championship,2018-02-03,Preston,Hull,2,1,HomeWin,2.0,1.0,HomeLead,S Martin,15.0,7.0,5.0,1.0,8.0,7.0,5.0,4.0,2.0,1.0,0.0,0.0,2.1,3.39,4.0,0,0,2018,February,Saturday,2017/2018,0.46631589807077267,0.28886825544207156,0.24481584648715568
Championship,2018-02-03,QPR,Barnsley,1,0,HomeWin,0.0,0.0,Draw,T Harrington,12.0,11.0,3.0,4.0,14.0,12.0,4.0,4.0,2.0,1.0,1.0,0.0,2.14,3.39,3.75,1,0,2018,February,Saturday,2017/2018,0.4541459911903716,0.2866880298369897,0.2591659789726387
