Division,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,Referee,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFoulsCommitted,AwayFoulsCommitted,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,half_result_code,match_result_code,match_year,match_month,match_weekday,season,home_prob,draw_prob,away_prob
Premier League,2016-08-13,Burnley,Swansea,0,1,AwayWin,0.0,0.0,Draw,J Moss,10.0,17.0,3.0,9.0,10.0,14.0,7.0,4.0,3.0,2.0,0.0,0.0,2.4,3.3,3.25,1,2,2016,August,Saturday,2016/2017,0.4055587067498582,0.2949517867271696,0.29948950652297224
Premier League,2016-08-13,Crystal Palace,West Brom,0,1,AwayWin,0.0,0.0,Draw,C Pawson,14.0,13.0,4.0,3.0,12.0,15.0,3.0,6.0,2.0,2.0,0.0,0.0,2.0,3.3,4.5,1,2,2016,August,Saturday,2016/2017,0.4876847290640395,0.29556650246305427,0.21674876847290642
Premier League,2016-08-13,Everton,Tottenham,1,1,Draw,1.0,0.0,HomeLead,M Atkinson,12.0,13.0,6.0,4.0,10.0,14.0,5.0,6.0,0.0,0.0,0.0,0.0,3.2,3.4,2.4,0,1,2016,August,Saturday,2016/2017,0.3053892215568862,0.2874251497005988,0.40718562874251496
Premier League,2016-08-13,Hull,Leicester,2,1,HomeWin,1.0,0.0,HomeLead,M Dean,14.0,18.0,5.0,5.0,8.0,17.0,5.0,3.0,2.0,2.0,0.0,0.0,4.5,3.6,1.91,0,0,2016,August,Saturday,2016/2017,0.21710713270815574,0.2713839158851947,0.5115089514066496
Premier League,2016-08-13,Man City,Sunderland,2,1,HomeWin,1.0,0.0,HomeLead,R Madley,16.0,7.0,4.0,3.0,11.0,14.0,9.0,6.0,1.0,2.0,0.0,0.0,1.25,6.5,15.0,0,0,2016,August,Saturday,2016/2017,0.7839195979899497,0.1507537688442211,0.06532663316582914
Premier League,2016-08-13,Middlesbrough,Stoke,1,1,Draw,1.0,0.0,HomeLead,K Friend,12.0,12.0,2.0,1.0,18.0,14.0,9.0,6.0,3.0,5.0,0.0,0.0,2.38,3.2,3.4,0,1,2016,August,Saturday,2016/2017,0.40920716112531963,0.3043478260869565,0.2864450127877238
Premier League,2016-08-13,Southampton,Watford,1,1,Draw,0.0,1.0,AwayLead,R East,24.0,5.0,6.0,1.0,8.0,12.0,6.0,2.0,1.0,2.0,0.0,1.0,1.8,3.75,5.0,2,1,2016,August,Saturday,2016/2017,0.5434782608695653,0.2608695652173913,0.19565217391304351
Premier League,2016-08-14,Arsenal,Liverpool,3,4,AwayWin,1.0,1.0,Draw,M Oliver,9.0,16.0,5.0,7.0,13.0,17.0,5.0,4.0,3.0,3.0,0.0,0.0,2.4,3.5,3.1,1,2,2016,August,Sunday,2016/2017,0.40651929561633576,0.2787560884226302,0.3147246159610341
Premier League,2016-08-14,Bournemouth,Man United,1,3,AwayWin,0.0,1.0,AwayLead,A Marriner,9.0,11.0,3.0,7.0,7.0,10.0,4.0,2.0,0.0,1.0,0.0,0.0,4.75,3.6,1.85,2,2,2016,August,Sunday,2016/2017,0.20462401106075737,0.26999001459405486,0.5253859743451877
Premier League,2016-08-15,Chelsea,West Ham,2,1,HomeWin,0.0,0.0,Draw,A Taylor,16.0,7.0,6.0,3.0,16.0,16.0,7.0,1.0,5.0,2.0,0.0,0.0,1.65,4.0,6.0,1,0,2016,August,Monday,2016/2017,0.5925925925925927,0.24444444444444444,0.16296296296296295
Premier League,2016-08-19,Man United,Southampton,2,0,HomeWin,1.0,0.0,HomeLead,A Taylor,12.0,13.0,5.0,1.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.53,4.2,7.5,0,0,2016,August,Friday,2016/2017,0.6376389141920205,0.23228274731280743,0.13007833849517217
Premier League,2016-08-20,Burnley,Liverpool,2,0,HomeWin,2.0,0.0,HomeLead,L Mason,3.0,26.0,2.0,5.0,14.0,5.0,1.0,12.0,0.0,1.0,0.0,0.0,6.5,4.2,1.57,0,0,2016,August,Saturday,2016/2017,0.149527200163269,0.23141114310982105,0.6190616567269098
Premier League,2016-08-20,Leicester,Arsenal,0,0,Draw,0.0,0.0,Draw,M Clattenburg,8.0,13.0,1.0,4.0,11.0,7.0,2.0,7.0,1.0,2.0,0.0,0.0,2.88,3.6,2.5,1,1,2016,August,Saturday,2016/2017,0.33875338753387535,0.2710027100271003,0.39024390243902446
Premier League,2016-08-20,Stoke,Man City,1,4,AwayWin,0.0,2.0,AwayLead,M Dean,8.0,12.0,3.0,6.0,12.0,13.0,7.0,7.0,3.0,4.0,0.0,0.0,5.5,3.8,1.73,2,2,2016,August,Saturday,2016/2017,0.1777285138825056,0.2572386385141528,0.5650328476033415
Premier League,2016-08-20,Swansea,Hull,0,2,AwayWin,0.0,0.0,Draw,S Attwell,13.0,12.0,3.0,4.0,7.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,1.8,3.6,5.25,1,2,2016,August,Saturday,2016/2017,0.5426356589147288,0.2713178294573644,0.18604651162790697
Premier League,2016-08-20,Tottenham,Crystal Palace,1,0,HomeWin,0.0,0.0,Draw,M Oliver,20.0,10.0,5.0,2.0,19.0,9.0,10.0,4.0,3.0,3.0,0.0,0.0,1.45,4.75,8.0,1,0,2016,August,Saturday,2016/2017,0.6727152024784244,0.20535516707236112,0.12192963044921443
Premier League,2016-08-20,Watford,Chelsea,1,2,AwayWin,0.0,0.0,Draw,J Moss,6.0,13.0,2.0,4.0,20.0,10.0,0.0,5.0,4.0,3.0,0.0,0.0,5.5,3.8,1.73,1,2,2016,August,Saturday,2016/2017,0.1777285138825056,0.2572386385141528,0.5650328476033415
Premier League,2016-08-20,West Brom,Everton,1,2,AwayWin,1.0,1.0,Draw,N Swarbrick,11.0,13.0,4.0,7.0,16.0,10.0,7.0,4.0,3.0,1.0,0.0,0.0,3.0,3.25,2.6,1,2,2016,August,Saturday,2016/2017,0.325,0.30000000000000004,0.375
Premier League,2016-08-21,Sunderland,Middlesbrough,1,2,AwayWin,0.0,2.0,AwayLead,M Atkinson,18.0,8.0,5.0,3.0,11.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,2.55,3.2,3.1,2,2,2016,August,Sunday,2016/2017,0.3817587069463152,0.30421396959784486,0.3140273234558399
Premier League,2016-08-21,West Ham,Bournemouth,1,0,HomeWin,0.0,0.0,Draw,C Pawson,15.0,8.0,2.0,5.0,15.0,15.0,1.0,6.0,3.0,1.0,0.0,1.0,1.95,3.75,4.0,1,0,2016,August,Sunday,2016/2017,0.49813200498132004,0.2590286425902864,0.2428393524283935
Premier League,2016-08-27,Chelsea,Burnley,3,0,HomeWin,2.0,0.0,HomeLead,M Clattenburg,22.0,6.0,10.0,0.0,6.0,9.0,9.0,5.0,2.0,2.0,0.0,0.0,1.25,5.5,15.0,0,0,2016,August,Saturday,2016/2017,0.7630057803468208,0.17341040462427745,0.06358381502890173
Premier League,2016-08-27,Crystal Palace,Bournemouth,1,1,Draw,0.0,1.0,AwayLead,M Dean,24.0,10.0,5.0,3.0,15.0,10.0,10.0,4.0,2.0,1.0,0.0,0.0,2.3,3.2,3.3,2,1,2016,August,Saturday,2016/2017,0.41395531164249316,0.2975303802430419,0.2885143081144649
Premier League,2016-08-27,Everton,Stoke,1,0,HomeWin,0.0,0.0,Draw,M Oliver,21.0,8.0,9.0,1.0,14.0,11.0,9.0,2.0,2.0,1.0,0.0,0.0,1.73,3.6,5.25,1,0,2016,August,Saturday,2016/2017,0.5524619634322796,0.2654886657605121,0.1820493708072083
Premier League,2016-08-27,Hull,Man United,0,1,AwayWin,0.0,0.0,Draw,J Moss,8.0,29.0,2.0,9.0,9.0,6.0,1.0,6.0,2.0,3.0,0.0,0.0,8.0,4.1,1.44,1,2,2016,August,Saturday,2016/2017,0.11755336094297547,0.22937241159604974,0.6530742274609749
Premier League,2016-08-27,Leicester,Swansea,2,1,HomeWin,1.0,0.0,HomeLead,R East,13.0,9.0,6.0,3.0,14.0,10.0,4.0,6.0,2.0,2.0,0.0,0.0,1.73,3.6,5.25,0,0,2016,August,Saturday,2016/2017,0.5524619634322796,0.2654886657605121,0.1820493708072083
Premier League,2016-08-27,Southampton,Sunderland,1,1,Draw,0.0,0.0,Draw,L Mason,16.0,5.0,7.0,2.0,15.0,8.0,5.0,5.0,2.0,2.0,0.0,0.0,1.57,3.6,6.5,1,1,2016,August,Saturday,2016/2017,0.5960720381078533,0.2599536388414805,0.14397432305066613
Premier League,2016-08-27,Tottenham,Liverpool,1,1,Draw,0.0,1.0,AwayLead,R Madley,11.0,13.0,4.0,3.0,11.0,17.0,5.0,5.0,3.0,5.0,0.0,0.0,2.38,3.4,3.0,2,1,2016,August,Saturday,2016/2017,0.40106951871657753,0.2807486631016043,0.3181818181818181
Premier League,2016-08-27,Watford,Arsenal,1,3,AwayWin,0.0,3.0,AwayLead,K Friend,14.0,10.0,6.0,7.0,18.0,15.0,3.0,2.0,6.0,1.0,0.0,0.0,5.0,3.75,1.73,2,2,2016,August,Saturday,2016/2017,0.1914422722242715,0.2552563629656953,0.5533013648100332
Premier League,2016-08-28,Man City,West Ham,3,1,HomeWin,2.0,0.0,HomeLead,A Marriner,22.0,9.0,5.0,2.0,5.0,10.0,5.0,4.0,1.0,3.0,0.0,0.0,1.25,6.0,11.0,0,0,2016,August,Sunday,2016/2017,0.7564469914040115,0.15759312320916904,0.08595988538681948
Premier League,2016-08-28,West Brom,Middlesbrough,0,0,Draw,0.0,0.0,Draw,A Taylor,13.0,7.0,2.0,2.0,12.0,11.0,5.0,4.0,1.0,3.0,0.0,0.0,2.6,3.1,2.9,1,1,2016,August,Sunday,2016/2017,0.36559577063847093,0.3066287108580724,0.3277755185034567
Premier League,2016-09-10,Arsenal,Southampton,2,1,HomeWin,1.0,1.0,Draw,R Madley,17.0,11.0,2.0,5.0,10.0,8.0,6.0,1.0,2.0,5.0,0.0,0.0,1.57,4.2,6.5,1,0,2016,September,Saturday,2016/2017,0.61906165672691,0.2314111431098211,0.14952720016326904
Premier League,2016-09-10,Bournemouth,West Brom,1,0,HomeWin,0.0,0.0,Draw,K Friend,12.0,12.0,5.0,2.0,9.0,11.0,10.0,5.0,1.0,3.0,0.0,0.0,2.05,3.25,4.33,1,0,2016,September,Saturday,2016/2017,0.47523766104385123,0.2997652938891984,0.2249970450669503
Premier League,2016-09-10,Burnley,Hull,1,1,Draw,0.0,0.0,Draw,P Tierney,13.0,11.0,2.0,3.0,13.0,3.0,5.0,9.0,2.0,0.0,0.0,0.0,2.45,3.1,3.4,1,1,2016,September,Saturday,2016/2017,0.3982618552805592,0.3147553372378613,0.28698280748157945
Premier League,2016-09-10,Liverpool,Leicester,4,1,HomeWin,2.0,1.0,HomeLead,C Pawson,17.0,12.0,11.0,3.0,4.0,8.0,1.0,7.0,1.0,2.0,0.0,0.0,1.7,4.0,5.5,0,0,2016,September,Saturday,2016/2017,0.5766710353866318,0.24508519003931847,0.1782437745740498
Premier League,2016-09-10,Man United,Man City,1,2,AwayWin,1.0,2.0,AwayLead,M Clattenburg,14.0,18.0,3.0,6.0,15.0,10.0,4.0,4.0,4.0,2.0,0.0,0.0,2.38,3.25,3.4,2,2,2016,September,Saturday,2016/2017,0.4111321948134092,0.30107526881720426,0.28779253636938645
Premier League,2016-09-10,Middlesbrough,Crystal Palace,1,2,AwayWin,1.0,1.0,Draw,N Swarbrick,12.0,12.0,4.0,4.0,5.0,9.0,6.0,6.0,1.0,2.0,0.0,0.0,2.3,3.2,3.6,1,2,2016,September,Saturday,2016/2017,0.42415316642120765,0.304860088365243,0.2709867452135493
Premier League,2016-09-10,Stoke,Tottenham,0,4,AwayWin,0.0,1.0,AwayLead,A Taylor,15.0,20.0,2.0,8.0,13.0,18.0,10.0,8.0,3.0,2.0,0.0,0.0,4.6,3.75,1.85,2,2,2016,September,Saturday,2016/2017,0.212172184417769,0.2602645462191299,0.5275632693631012
Premier League,2016-09-10,West Ham,Watford,2,4,AwayWin,2.0,2.0,Draw,M Atkinson,19.0,13.0,4.0,8.0,10.0,15.0,4.0,4.0,2.0,2.0,0.0,0.0,1.91,3.6,4.5,1,2,2016,September,Saturday,2016/2017,0.5115089514066496,0.2713839158851947,0.21710713270815574
Premier League,2016-09-11,Swansea,Chelsea,2,2,Draw,0.0,1.0,AwayLead,A Marriner,6.0,28.0,2.0,7.0,17.0,8.0,1.0,11.0,3.0,4.0,0.0,0.0,5.75,4.0,1.67,2,1,2016,September,Sunday,2016/2017,0.1700502768408324,0.2444472729586966,0.5855024502004709
Premier League,2016-09-12,Sunderland,Everton,0,3,AwayWin,0.0,0.0,Draw,M Jones,11.0,20.0,2.0,9.0,11.0,8.0,5.0,4.0,1.0,1.0,0.0,0.0,3.8,3.5,2.1,1,2,2016,September,Monday,2016/2017,0.2567237163814181,0.2787286063569682,0.4645476772616137
Premier League,2016-09-16,Chelsea,Liverpool,1,2,AwayWin,0.0,2.0,AwayLead,M Atkinson,12.0,13.0,4.0,5.0,6.0,13.0,6.0,4.0,1.0,1.0,0.0,0.0,2.25,3.5,3.4,2,2,2016,September,Friday,2016/2017,0.43391066545123064,0.2789425706472197,0.2871467639015497
Premier League,2016-09-17,Everton,Middlesbrough,3,1,HomeWin,3.0,1.0,HomeLead,L Mason,11.0,7.0,6.0,0.0,5.0,15.0,6.0,3.0,2.0,1.0,0.0,0.0,1.67,3.8,6.0,0,0,2016,September,Saturday,2016/2017,0.5821375682990348,0.25583414185773373,0.16202828984323137
Premier League,2016-09-17,Hull,Arsenal,1,4,AwayWin,0.0,1.0,AwayLead,R East,6.0,24.0,2.0,9.0,9.0,12.0,2.0,4.0,0.0,2.0,1.0,0.0,6.0,4.2,1.6,2,2,2016,September,Saturday,2016/2017,0.16184971098265896,0.23121387283236997,0.6069364161849712
Premier League,2016-09-17,Leicester,Burnley,3,0,HomeWin,1.0,0.0,HomeLead,A Taylor,14.0,7.0,6.0,2.0,10.0,9.0,7.0,1.0,0.0,1.0,0.0,0.0,1.5,4.33,8.0,0,0,2016,September,Saturday,2016/2017,0.6519243436529595,0.22583984191211068,0.12223581443492991
Premier League,2016-09-17,Man City,Bournemouth,4,0,HomeWin,2.0,0.0,HomeLead,J Moss,20.0,6.0,12.0,2.0,8.0,11.0,5.0,5.0,1.0,1.0,1.0,0.0,1.29,6.0,12.0,0,0,2016,September,Saturday,2016/2017,0.7561436672967865,0.1625708884688091,0.08128544423440455
Premier League,2016-09-17,West Brom,West Ham,4,2,HomeWin,3.0,0.0,HomeLead,M Clattenburg,8.0,23.0,6.0,5.0,14.0,6.0,2.0,6.0,2.0,1.0,0.0,0.0,2.8,3.2,2.8,0,0,2016,September,Saturday,2016/2017,0.34782608695652173,0.3043478260869565,0.34782608695652173
Premier League,2016-09-18,Crystal Palace,Stoke,4,1,HomeWin,2.0,0.0,HomeLead,C Pawson,14.0,11.0,8.0,4.0,15.0,9.0,10.0,5.0,2.0,1.0,0.0,0.0,2.0,3.5,4.2,0,0,2016,September,Sunday,2016/2017,0.48837209302325585,0.27906976744186046,0.23255813953488372
Premier League,2016-09-18,Southampton,Swansea,1,0,HomeWin,0.0,0.0,Draw,M Jones,19.0,9.0,6.0,3.0,14.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,1.7,3.8,5.75,1,0,2016,September,Sunday,2016/2017,0.5737166863594592,0.2566627281081791,0.16962058553236184
Premier League,2016-09-18,Tottenham,Sunderland,1,0,HomeWin,0.0,0.0,Draw,M Dean,31.0,6.0,9.0,2.0,7.0,16.0,14.0,1.0,1.0,5.0,0.0,1.0,1.33,5.5,11.0,1,0,2016,September,Sunday,2016/2017,0.733822548365577,0.17745163442294865,0.08872581721147432
Premier League,2016-09-18,Watford,Man United,3,1,HomeWin,1.0,0.0,HomeLead,M Oliver,10.0,15.0,5.0,2.0,14.0,19.0,5.0,7.0,3.0,4.0,0.0,0.0,6.0,4.2,1.62,0,0,2016,September,Sunday,2016/2017,0.1630716134598792,0.23295944779982744,0.6039689387402933
Premier League,2016-09-24,Arsenal,Chelsea,3,0,HomeWin,3.0,0.0,HomeLead,M Oliver,14.0,9.0,5.0,2.0,9.0,11.0,9.0,1.0,0.0,2.0,0.0,0.0,2.4,3.5,3.1,0,0,2016,September,Saturday,2016/2017,0.40651929561633576,0.2787560884226302,0.3147246159610341
Premier League,2016-09-24,Bournemouth,Everton,1,0,HomeWin,1.0,0.0,HomeLead,R Madley,12.0,13.0,1.0,2.0,10.0,14.0,5.0,3.0,2.0,2.0,0.0,0.0,3.6,3.5,2.15,0,0,2016,September,Saturday,2016/2017,0.27005203660506016,0.2777678090794904,0.4521801543154495
Premier League,2016-09-24,Liverpool,Hull,5,1,HomeWin,3.0,0.0,HomeLead,A Marriner,32.0,2.0,12.0,1.0,8.0,8.0,13.0,2.0,1.0,2.0,0.0,1.0,1.22,7.0,15.0,0,0,2016,September,Saturday,2016/2017,0.7964199029126214,0.13880461165048544,0.06477548543689321
Premier League,2016-09-24,Man United,Leicester,4,1,HomeWin,4.0,0.0,HomeLead,M Dean,16.0,10.0,7.0,3.0,9.0,12.0,8.0,6.0,0.0,2.0,0.0,0.0,1.73,3.9,5.25,0,0,2016,September,Saturday,2016/2017,0.5639796719414948,0.2501755980663554,0.1858447299921497
Premier League,2016-09-24,Middlesbrough,Tottenham,1,2,AwayWin,0.0,2.0,AwayLead,G Scott,6.0,19.0,2.0,5.0,14.0,9.0,2.0,10.0,2.0,1.0,0.0,0.0,3.75,3.5,2.1,2,2,2016,September,Saturday,2016/2017,0.2592592592592593,0.2777777777777778,0.46296296296296297
Premier League,2016-09-24,Stoke,West Brom,1,1,Draw,0.0,0.0,Draw,M Atkinson,12.0,9.0,2.0,3.0,9.0,13.0,6.0,6.0,3.0,4.0,0.0,0.0,2.38,3.3,3.3,1,1,2016,September,Saturday,2016/2017,0.40942928039702237,0.29528535980148884,0.29528535980148884
Premier League,2016-09-24,Sunderland,Crystal Palace,2,3,AwayWin,1.0,0.0,HomeLead,A Taylor,11.0,20.0,4.0,4.0,15.0,12.0,3.0,5.0,0.0,2.0,0.0,0.0,2.88,3.25,2.7,0,2,2016,September,Saturday,2016/2017,0.33865925668634944,0.3001042028482112,0.36123654046543935
Premier League,2016-09-24,Swansea,Man City,1,3,AwayWin,1.0,1.0,Draw,N Swarbrick,13.0,18.0,5.0,4.0,15.0,9.0,2.0,7.0,2.0,4.0,0.0,0.0,9.0,5.5,1.36,1,2,2016,September,Saturday,2016/2017,0.10806125397284022,0.17682750650101128,0.7151112395261485
Premier League,2016-09-25,West Ham,Southampton,0,3,AwayWin,0.0,1.0,AwayLead,J Moss,13.0,18.0,1.0,9.0,9.0,14.0,6.0,2.0,5.0,2.0,0.0,0.0,2.8,3.3,2.75,2,2,2016,September,Sunday,2016/2017,0.3488372093023256,0.2959830866807611,0.35517970401691334
Premier League,2016-09-26,Burnley,Watford,2,0,HomeWin,1.0,0.0,HomeLead,M Jones,13.0,12.0,4.0,3.0,11.0,15.0,7.0,6.0,1.0,3.0,0.0,0.0,2.9,3.2,2.7,0,0,2016,September,Monday,2016/2017,0.33553398058252426,0.3040776699029126,0.36038834951456306
Premier League,2016-09-30,Everton,Crystal Palace,1,1,Draw,1.0,0.0,HomeLead,J Moss,13.0,10.0,3.0,2.0,16.0,11.0,10.0,9.0,5.0,4.0,0.0,0.0,1.73,4.0,5.0,0,1,2016,September,Friday,2016/2017,0.5622715771717739,0.2431824571267922,0.1945459657014338
Premier League,2016-10-01,Hull,Chelsea,0,2,AwayWin,0.0,0.0,Draw,A Taylor,8.0,22.0,3.0,9.0,13.0,15.0,5.0,7.0,2.0,2.0,0.0,0.0,7.5,4.5,1.5,1,2,2016,October,Saturday,2016/2017,0.13043478260869565,0.21739130434782608,0.6521739130434783
Premier League,2016-10-01,Sunderland,West Brom,1,1,Draw,0.0,1.0,AwayLead,S Attwell,7.0,17.0,2.0,7.0,7.0,13.0,6.0,5.0,1.0,3.0,0.0,0.0,2.5,3.25,3.2,2,1,2016,October,Saturday,2016/2017,0.3920829406220546,0.3016022620169651,0.30631479736098016
Premier League,2016-10-01,Swansea,Liverpool,1,2,AwayWin,1.0,0.0,HomeLead,M Oliver,8.0,18.0,3.0,6.0,11.0,9.0,3.0,10.0,2.0,2.0,0.0,0.0,8.0,4.75,1.45,0,2,2016,October,Saturday,2016/2017,0.12192963044921443,0.20535516707236112,0.6727152024784244
Premier League,2016-10-01,Watford,Bournemouth,2,2,Draw,0.0,1.0,AwayLead,M Dean,17.0,11.0,7.0,2.0,17.0,12.0,4.0,5.0,3.0,4.0,0.0,0.0,2.38,3.3,3.3,2,1,2016,October,Saturday,2016/2017,0.40942928039702237,0.29528535980148884,0.29528535980148884
Premier League,2016-10-01,West Ham,Middlesbrough,1,1,Draw,0.0,0.0,Draw,N Swarbrick,19.0,9.0,2.0,3.0,13.0,12.0,4.0,5.0,2.0,3.0,0.0,0.0,2.25,3.4,3.5,1,1,2016,October,Saturday,2016/2017,0.43391066545123064,0.2871467639015497,0.2789425706472197
Premier League,2016-10-02,Burnley,Arsenal,0,1,AwayWin,0.0,0.0,Draw,C Pawson,10.0,18.0,1.0,3.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,5.0,1.4,1,2,2016,October,Sunday,2016/2017,0.10835913312693499,0.195046439628483,0.6965944272445821
Premier League,2016-10-02,Leicester,Southampton,0,0,Draw,0.0,0.0,Draw,M Atkinson,9.0,11.0,1.0,5.0,9.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,2.25,3.4,3.5,1,1,2016,October,Sunday,2016/2017,0.43391066545123064,0.2871467639015497,0.2789425706472197
Premier League,2016-10-02,Man United,Stoke,1,1,Draw,0.0,0.0,Draw,R Madley,24.0,7.0,9.0,6.0,14.0,9.0,13.0,2.0,3.0,0.0,0.0,0.0,1.33,5.75,10.0,1,1,2016,October,Sunday,2016/2017,0.7329742821632302,0.1695401383090602,0.09748557952770963
Premier League,2016-10-02,Tottenham,Man City,2,0,HomeWin,2.0,0.0,HomeLead,A Marriner,13.0,12.0,7.0,6.0,20.0,10.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,3.5,2.5,0,0,2016,October,Sunday,2016/2017,0.32710280373831774,0.2803738317757009,0.39252336448598135
Premier League,2016-10-15,Arsenal,Swansea,3,2,HomeWin,2.0,1.0,HomeLead,J Moss,16.0,13.0,6.0,6.0,7.0,10.0,5.0,6.0,0.0,1.0,1.0,0.0,1.29,6.5,11.0,0,0,2016,October,Saturday,2016/2017,0.7600318894499071,0.1508370980600585,0.08913101249003456
Premier League,2016-10-15,Bournemouth,Hull,6,1,HomeWin,3.0,1.0,HomeLead,L Mason,22.0,11.0,10.0,4.0,8.0,14.0,5.0,4.0,0.0,3.0,0.0,0.0,1.85,3.5,5.0,0,0,2016,October,Saturday,2016/2017,0.526711813393529,0.27840481565086533,0.19488337095560576
Premier League,2016-10-15,Chelsea,Leicester,3,0,HomeWin,2.0,0.0,HomeLead,A Marriner,16.0,5.0,6.0,0.0,6.0,12.0,8.0,5.0,1.0,1.0,0.0,0.0,1.57,4.5,6.0,0,0,2016,October,Saturday,2016/2017,0.6209037599172128,0.21662642290444978,0.16246981717833733
Premier League,2016-10-15,Crystal Palace,West Ham,0,1,AwayWin,0.0,1.0,AwayLead,M Atkinson,12.0,12.0,3.0,4.0,12.0,13.0,7.0,6.0,1.0,3.0,0.0,1.0,2.15,3.5,3.6,2,2,2016,October,Saturday,2016/2017,0.4521801543154494,0.27776780907949034,0.2700520366050601
Premier League,2016-10-15,Man City,Everton,1,1,Draw,0.0,0.0,Draw,M Oliver,19.0,3.0,8.0,2.0,7.0,9.0,13.0,1.0,0.0,2.0,0.0,0.0,1.5,4.75,7.0,1,1,2016,October,Saturday,2016/2017,0.6535626535626535,0.20638820638820637,0.14004914004914004
Premier League,2016-10-15,Stoke,Sunderland,2,0,HomeWin,2.0,0.0,HomeLead,M Jones,18.0,11.0,6.0,1.0,10.0,13.0,6.0,4.0,1.0,1.0,0.0,0.0,2.0,3.6,4.0,0,0,2016,October,Saturday,2016/2017,0.4864864864864865,0.2702702702702703,0.24324324324324326
Premier League,2016-10-15,West Brom,Tottenham,1,1,Draw,0.0,0.0,Draw,K Friend,8.0,20.0,4.0,8.0,14.0,10.0,5.0,8.0,2.0,2.0,0.0,0.0,5.5,3.8,1.73,1,1,2016,October,Saturday,2016/2017,0.1777285138825056,0.2572386385141528,0.5650328476033415
Premier League,2016-10-16,Middlesbrough,Watford,0,1,AwayWin,0.0,0.0,Draw,R East,10.0,4.0,3.0,2.0,15.0,10.0,4.0,6.0,4.0,1.0,0.0,0.0,2.25,3.3,3.6,1,2,2016,October,Sunday,2016/2017,0.43349753694581283,0.29556650246305427,0.27093596059113306
Premier League,2016-10-16,Southampton,Burnley,3,1,HomeWin,0.0,0.0,Draw,M Dean,34.0,6.0,14.0,1.0,11.0,10.0,8.0,4.0,1.0,2.0,0.0,0.0,1.4,4.8,9.5,1,0,2016,October,Sunday,2016/2017,0.6949100883876866,0.20268210911307527,0.10240780249923802
Premier League,2016-10-17,Liverpool,Man United,0,0,Draw,0.0,0.0,Draw,A Taylor,9.0,7.0,3.0,1.0,14.0,20.0,3.0,1.0,0.0,4.0,0.0,0.0,2.2,3.5,3.5,1,1,2016,October,Monday,2016/2017,0.4430379746835444,0.2784810126582279,0.2784810126582279
Premier League,2016-10-22,Arsenal,Middlesbrough,0,0,Draw,0.0,0.0,Draw,M Dean,9.0,11.0,5.0,4.0,6.0,13.0,8.0,3.0,1.0,0.0,0.0,0.0,1.25,6.5,15.0,1,1,2016,October,Saturday,2016/2017,0.7839195979899497,0.1507537688442211,0.06532663316582914
Premier League,2016-10-22,Bournemouth,Tottenham,0,0,Draw,0.0,0.0,Draw,C Pawson,8.0,16.0,1.0,4.0,10.0,15.0,7.0,4.0,2.0,4.0,0.0,0.0,4.2,3.6,1.95,1,1,2016,October,Saturday,2016/2017,0.2314540059347181,0.2700296735905045,0.49851632047477756
Premier League,2016-10-22,Burnley,Everton,2,1,HomeWin,1.0,0.0,HomeLead,M Jones,9.0,20.0,3.0,8.0,16.0,15.0,2.0,8.0,2.0,3.0,0.0,0.0,6.0,3.8,1.67,0,0,2016,October,Saturday,2016/2017,0.16202828984323137,0.25583414185773373,0.5821375682990348
Premier League,2016-10-22,Hull,Stoke,0,2,AwayWin,0.0,1.0,AwayLead,K Friend,9.0,12.0,2.0,6.0,16.0,8.0,5.0,7.0,2.0,3.0,0.0,0.0,3.1,3.3,2.5,2,2,2016,October,Saturday,2016/2017,0.3145253526496378,0.2954632100648113,0.39001143728555093
Premier League,2016-10-22,Leicester,Crystal Palace,3,1,HomeWin,1.0,0.0,HomeLead,M Oliver,17.0,23.0,4.0,7.0,10.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,2.05,3.5,3.9,0,0,2016,October,Saturday,2016/2017,0.4736294240111034,0.27741151977793194,0.24895905621096462
Premier League,2016-10-22,Liverpool,West Brom,2,1,HomeWin,2.0,0.0,HomeLead,N Swarbrick,21.0,6.0,7.0,1.0,9.0,13.0,3.0,2.0,1.0,3.0,0.0,0.0,1.29,6.0,13.0,0,0,2016,October,Saturday,2016/2017,0.7609013754755634,0.16359379572724614,0.07550482879719053
