Division,MatchDate,HomeTeam,AwayTeam,Referee,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFoulsCommitted,AwayFoulsCommitted,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,Bet365_HomeWinOdds,Bet365_DrawOdds,Bet365_AwayWinOdds,half_result_code,match_result_code,match_year,match_month,match_weekday,season,home_prob,draw_prob,away_prob,Division_enc,HomeTeam_enc,AwayTeam_enc,home_team_last5_avg_shots,home_team_last5_avg_shots_on_target,home_team_last5_avg_fouls,home_team_last5_avg_yellow_cards,home_team_last5_avg_red_cards,home_team_last5_win_ratio,home_team_last5_win_count,home_team_last5_draw_count,home_team_last5_draw_ratio,away_team_last5_avg_shots,away_team_last5_avg_shots_on_target,away_team_last5_avg_fouls,away_team_last5_avg_yellow_cards,away_team_last5_avg_red_cards,away_team_last5_win_ratio,away_team_last5_win_count,away_team_last5_draw_count,away_team_last5_draw_ratio,home_team_strength_cat,away_team_strength_cat
Championship,2016-08-05,Fulham,Newcastle,S Hooper,5.0,8.0,3.0,2.0,12.0,11.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,3.6,2.0,0,0,2016,August,Friday,2016/2017,0.24324324324324326,0.2702702702702703,0.4864864864864865,0,35,53,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Birmingham,Cardiff,T Robinson,14.0,13.0,3.0,5.0,12.0,16.0,5.0,5.0,1.0,0.0,0.0,0.0,2.38,3.3,3.3,1,1,2016,August,Saturday,2016/2017,0.40942928039702237,0.29528535980148884,0.29528535980148884,0,5,19,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Rotherham,Wolves,S Duncan,6.0,9.0,3.0,5.0,11.0,8.0,3.0,6.0,2.0,1.0,0.0,1.0,3.0,3.25,2.6,0,1,2016,August,Saturday,2016/2017,0.325,0.30000000000000004,0.375,0,67,87,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Reading,Preston,A Davies,15.0,7.0,5.0,3.0,13.0,16.0,6.0,1.0,2.0,3.0,0.0,0.0,2.25,3.25,3.6,0,0,2016,August,Saturday,2016/2017,0.4315352697095436,0.29875518672199175,0.26970954356846477,0,65,63,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Huddersfield,Brentford,G Eltringham,16.0,8.0,7.0,4.0,13.0,9.0,5.0,2.0,1.0,1.0,0.0,0.0,2.2,3.6,3.4,1,0,2016,August,Saturday,2016/2017,0.4428364688856729,0.2706222865412446,0.2865412445730825,0,37,11,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Derby,Brighton,J Simpson,12.0,16.0,4.0,5.0,13.0,17.0,1.0,7.0,2.0,2.0,0.0,0.0,2.1,3.4,4.0,1,1,2016,August,Saturday,2016/2017,0.46671242278654773,0.2882635552505148,0.24502402196293757,0,29,12,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Bristol City,Wigan,J Adcock,24.0,11.0,6.0,3.0,7.0,13.0,10.0,2.0,1.0,4.0,0.0,0.0,2.25,3.3,3.6,2,0,2016,August,Saturday,2016/2017,0.43349753694581283,0.29556650246305427,0.27093596059113306,0,13,86,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Blackburn,Norwich,T Harrington,5.0,12.0,2.0,7.0,9.0,16.0,7.0,3.0,1.0,2.0,0.0,0.0,3.4,3.25,2.38,2,2,2016,August,Saturday,2016/2017,0.28779253636938645,0.30107526881720426,0.4111321948134092,0,6,55,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Ipswich,Barnsley,K Stroud,9.0,14.0,7.0,5.0,17.0,11.0,5.0,4.0,2.0,3.0,0.0,0.0,2.1,3.4,4.0,1,0,2016,August,Saturday,2016/2017,0.46671242278654773,0.2882635552505148,0.24502402196293757,0,39,4,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Bolton,Sheffield United,R Joyce,8.0,4.0,3.0,0.0,10.0,7.0,2.0,4.0,2.0,1.0,0.0,0.0,2.9,3.3,2.63,0,0,2016,August,Saturday,2016/2017,0.335407327253053,0.29475189364662235,0.3698407791003246,1,8,69,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Bradford,Port Vale,D Deadman,12.0,8.0,1.0,2.0,10.0,15.0,11.0,3.0,0.0,2.0,0.0,0.0,1.73,3.75,5.5,1,1,2016,August,Saturday,2016/2017,0.5631014947785133,0.25977748959115415,0.1771210156303324,1,10,61,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-06,Nott'm Forest,Burton,A Woolmer,14.0,16.0,4.0,3.0,13.0,8.0,8.0,6.0,2.0,2.0,0.0,0.0,2.05,3.4,4.1,1,0,2016,August,Saturday,2016/2017,0.4755244755244755,0.2867132867132867,0.23776223776223776,0,56,16,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Millwall,Oldham,R East,15.0,8.0,7.0,2.0,14.0,10.0,6.0,3.0,0.0,1.0,0.0,0.0,1.67,3.8,6.0,0,0,2016,August,Saturday,2016/2017,0.5821375682990348,0.25583414185773373,0.16202828984323137,1,50,57,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Northampton,Fleetwood Town,A Haines,9.0,7.0,2.0,3.0,7.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,2.3,3.4,3.4,0,1,2016,August,Saturday,2016/2017,0.425,0.2875,0.2875,1,54,33,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Oxford,Chesterfield,G Ward,16.0,8.0,6.0,5.0,7.0,9.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,3.5,4.2,0,1,2016,August,Saturday,2016/2017,0.48837209302325585,0.27906976744186046,0.23255813953488372,1,58,24,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Rochdale,Peterboro,D Webb,12.0,9.0,3.0,4.0,6.0,12.0,7.0,4.0,0.0,1.0,0.0,0.0,2.6,3.4,2.9,1,2,2016,August,Saturday,2016/2017,0.3757621951219512,0.28734756097560976,0.33689024390243905,1,66,59,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Scunthorpe,Bristol Rvs,B Toner,12.0,6.0,6.0,3.0,8.0,7.0,11.0,2.0,1.0,2.0,0.0,0.0,2.25,3.4,3.5,2,0,2016,August,Saturday,2016/2017,0.43391066545123064,0.2871467639015497,0.2789425706472197,1,68,14,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Shrewsbury,Milton Keynes Dons,B Malone,11.0,12.0,3.0,4.0,13.0,10.0,2.0,8.0,2.0,2.0,0.0,0.0,2.88,3.4,2.63,1,2,2016,August,Saturday,2016/2017,0.33989144151677786,0.2879080445789177,0.3722005139043043,1,71,51,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Bury,Charlton,N Miller,11.0,9.0,4.0,1.0,11.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,3.4,2.5,1,0,2016,August,Saturday,2016/2017,0.3244274809160305,0.28625954198473286,0.3893129770992367,1,17,21,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Southend,Gillingham,D Whitestone,10.0,18.0,4.0,4.0,9.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0,2.5,3.4,3.0,1,2,2016,August,Saturday,2016/2017,0.3893129770992367,0.28625954198473286,0.3244274809160305,1,73,36,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Swindon,Coventry,D Handley,14.0,10.0,3.0,3.0,10.0,14.0,2.0,8.0,1.0,2.0,0.0,0.0,2.9,3.4,2.6,1,0,2016,August,Saturday,2016/2017,0.33689024390243905,0.28734756097560976,0.3757621951219512,1,79,25,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-06,Walsall,AFC Wimbledon,C Breakspear,9.0,10.0,4.0,2.0,13.0,9.0,3.0,2.0,2.0,2.0,0.0,0.0,2.15,3.5,3.6,0,0,2016,August,Saturday,2016/2017,0.4521801543154494,0.27776780907949034,0.2700520366050601,1,82,0,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-07,Sheffield Weds,Aston Villa,S Martin,17.0,12.0,6.0,2.0,14.0,9.0,12.0,9.0,3.0,3.0,0.0,0.0,2.05,3.3,3.6,1,0,2016,August,Sunday,2016/2017,0.4564841498559078,0.28357348703170027,0.25994236311239194,0,70,3,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-07,QPR,Leeds,O Langford,15.0,8.0,8.0,0.0,8.0,13.0,5.0,5.0,2.0,1.0,0.0,0.0,2.05,3.3,3.6,0,0,2016,August,Sunday,2016/2017,0.4564841498559078,0.28357348703170027,0.25994236311239194,0,64,40,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-12,Brighton,Nott'm Forest,A Madley,17.0,14.0,7.0,2.0,19.0,15.0,6.0,7.0,3.0,4.0,0.0,0.0,1.8,3.6,5.25,0,0,2016,August,Friday,2016/2017,0.5426356589147288,0.2713178294573644,0.18604651162790697,0,12,56,16.0,5.0,17.0,2.0,0.0,0.0,0,1,1.0,14.0,4.0,13.0,2.0,0.0,1.0,1,0,0.0,,
Premier League,2016-08-13,Southampton,Watford,R East,24.0,5.0,6.0,1.0,8.0,12.0,6.0,2.0,1.0,2.0,0.0,1.0,1.8,3.75,5.0,2,1,2016,August,Saturday,2016/2017,0.5434782608695653,0.2608695652173913,0.19565217391304351,2,72,83,,,,,,,0,0,,,,,,,,0,0,,,
Premier League,2016-08-13,Middlesbrough,Stoke,K Friend,12.0,12.0,2.0,1.0,18.0,14.0,9.0,6.0,3.0,5.0,0.0,0.0,2.38,3.2,3.4,0,1,2016,August,Saturday,2016/2017,0.40920716112531963,0.3043478260869565,0.2864450127877238,2,49,76,,,,,,,0,0,,,,,,,,0,0,,,
Premier League,2016-08-13,Man City,Sunderland,R Madley,16.0,7.0,4.0,3.0,11.0,14.0,9.0,6.0,1.0,2.0,0.0,0.0,1.25,6.5,15.0,0,0,2016,August,Saturday,2016/2017,0.7839195979899497,0.1507537688442211,0.06532663316582914,2,46,77,,,,,,,0,0,,,,,,,,0,0,,,
Premier League,2016-08-13,Hull,Leicester,M Dean,14.0,18.0,5.0,5.0,8.0,17.0,5.0,3.0,2.0,2.0,0.0,0.0,4.5,3.6,1.91,0,0,2016,August,Saturday,2016/2017,0.21710713270815574,0.2713839158851947,0.5115089514066496,2,38,41,,,,,,,0,0,,,,,,,,0,0,,,
Premier League,2016-08-13,Crystal Palace,West Brom,C Pawson,14.0,13.0,4.0,3.0,12.0,15.0,3.0,6.0,2.0,2.0,0.0,0.0,2.0,3.3,4.5,1,2,2016,August,Saturday,2016/2017,0.4876847290640395,0.29556650246305427,0.21674876847290642,2,28,84,,,,,,,0,0,,,,,,,,0,0,,,
Premier League,2016-08-13,Burnley,Swansea,J Moss,10.0,17.0,3.0,9.0,10.0,14.0,7.0,4.0,3.0,2.0,0.0,0.0,2.4,3.3,3.25,1,2,2016,August,Saturday,2016/2017,0.4055587067498582,0.2949517867271696,0.29948950652297224,2,15,78,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-13,Barnsley,Derby,T Harrington,9.0,16.0,4.0,4.0,17.0,12.0,8.0,8.0,3.0,4.0,0.0,0.0,3.9,3.4,2.1,0,0,2016,August,Saturday,2016/2017,0.24973767051416584,0.28646379853095494,0.46379853095487933,0,4,29,14.0,5.0,11.0,3.0,0.0,0.0,0,0,0.0,12.0,4.0,13.0,2.0,0.0,0.0,0,1,1.0,,
League One,2016-08-13,AFC Wimbledon,Bolton,G Ward,11.0,9.0,5.0,2.0,10.0,10.0,3.0,7.0,1.0,2.0,0.0,0.0,2.5,3.4,3.0,1,2,2016,August,Saturday,2016/2017,0.3893129770992367,0.28625954198473286,0.3244274809160305,1,0,8,10.0,2.0,9.0,2.0,0.0,0.0,0,0,0.0,8.0,3.0,10.0,2.0,0.0,1.0,1,0,0.0,,
Championship,2016-08-13,Wigan,Blackburn,G Scott,20.0,7.0,4.0,2.0,16.0,9.0,5.0,4.0,2.0,3.0,0.0,0.0,2.15,3.4,3.75,0,0,2016,August,Saturday,2016/2017,0.4533736332118411,0.2866921504133701,0.25993421637478886,0,86,6,11.0,3.0,13.0,4.0,0.0,0.0,0,0,0.0,5.0,2.0,9.0,1.0,0.0,0.0,0,0,0.0,,
Championship,2016-08-13,Preston,Fulham,J Adcock,15.0,16.0,3.0,5.0,10.0,11.0,6.0,8.0,0.0,2.0,0.0,0.0,2.25,3.3,3.6,2,2,2016,August,Saturday,2016/2017,0.43349753694581283,0.29556650246305427,0.27093596059113306,0,63,35,7.0,3.0,16.0,3.0,0.0,0.0,0,0,0.0,5.0,3.0,12.0,1.0,0.0,1.0,1,0,0.0,,
Championship,2016-08-13,Norwich,Sheffield Weds,A Woolmer,6.0,7.0,2.0,5.0,11.0,11.0,10.0,4.0,1.0,1.0,0.0,0.0,1.95,3.5,4.33,1,1,2016,August,Saturday,2016/2017,0.49813466563676106,0.27753217085476684,0.22433316350847204,0,55,70,12.0,7.0,16.0,2.0,0.0,1.0,1,0,0.0,17.0,6.0,14.0,3.0,0.0,1.0,1,0,0.0,,
Championship,2016-08-13,Aston Villa,Rotherham,K Stroud,16.0,9.0,7.0,1.0,17.0,13.0,4.0,6.0,4.0,2.0,0.0,0.0,1.75,3.75,5.25,0,0,2016,August,Saturday,2016/2017,0.5555555555555556,0.2592592592592593,0.1851851851851852,0,3,67,12.0,2.0,9.0,3.0,0.0,0.0,0,0,0.0,6.0,3.0,11.0,2.0,0.0,0.0,0,1,1.0,,
Championship,2016-08-13,Newcastle,Huddersfield,O Langford,13.0,8.0,4.0,3.0,6.0,10.0,4.0,1.0,1.0,2.0,0.0,0.0,1.7,3.75,5.75,2,2,2016,August,Saturday,2016/2017,0.5717600265164071,0.2591978786874379,0.16904209479615512,0,53,37,8.0,2.0,11.0,3.0,0.0,0.0,0,0,0.0,16.0,7.0,13.0,1.0,0.0,1.0,1,0,0.0,,
Premier League,2016-08-13,Everton,Tottenham,M Atkinson,12.0,13.0,6.0,4.0,10.0,14.0,5.0,6.0,0.0,0.0,0.0,0.0,3.2,3.4,2.4,0,1,2016,August,Saturday,2016/2017,0.3053892215568862,0.2874251497005988,0.40718562874251496,2,31,80,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-13,Burton,Bristol City,D Coote,17.0,12.0,5.0,4.0,10.0,17.0,7.0,8.0,1.0,1.0,0.0,0.0,3.0,3.4,2.5,2,2,2016,August,Saturday,2016/2017,0.3244274809160305,0.28625954198473286,0.3893129770992367,0,16,13,16.0,3.0,8.0,2.0,0.0,0.0,0,0,0.0,24.0,6.0,7.0,1.0,0.0,1.0,1,0,0.0,,
League One,2016-08-13,Port Vale,Southend,L Probert,9.0,7.0,4.0,5.0,12.0,15.0,7.0,6.0,1.0,3.0,0.0,0.0,2.3,3.4,3.4,0,0,2016,August,Saturday,2016/2017,0.425,0.2875,0.2875,1,61,73,8.0,2.0,15.0,2.0,0.0,0.0,0,1,1.0,10.0,4.0,9.0,0.0,0.0,0.0,0,0,0.0,,
League One,2016-08-13,Peterboro,Bradford,D Handley,12.0,13.0,4.0,2.0,17.0,11.0,5.0,5.0,1.0,3.0,0.0,0.0,2.63,3.3,2.9,2,2,2016,August,Saturday,2016/2017,0.3698407791003246,0.29475189364662235,0.335407327253053,1,59,10,9.0,4.0,12.0,1.0,0.0,1.0,1,0,0.0,12.0,1.0,10.0,0.0,0.0,0.0,0,1,1.0,,
League One,2016-08-13,Oldham,Walsall,D Webb,8.0,8.0,3.0,3.0,14.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,3.0,3.25,2.6,1,1,2016,August,Saturday,2016/2017,0.325,0.30000000000000004,0.375,1,57,82,8.0,2.0,10.0,1.0,0.0,0.0,0,0,0.0,9.0,4.0,13.0,2.0,0.0,1.0,1,0,0.0,,
League One,2016-08-13,Milton Keynes Dons,Millwall,S Hooper,12.0,11.0,5.0,6.0,5.0,7.0,2.0,9.0,1.0,2.0,0.0,0.0,3.3,3.3,2.4,1,1,2016,August,Saturday,2016/2017,0.29629629629629634,0.29629629629629634,0.40740740740740744,1,51,50,12.0,4.0,10.0,2.0,0.0,1.0,1,0,0.0,15.0,7.0,14.0,0.0,0.0,1.0,1,0,0.0,,
League One,2016-08-13,Gillingham,Bury,B Malone,11.0,14.0,2.0,4.0,11.0,7.0,4.0,1.0,2.0,2.0,0.0,0.0,2.15,3.4,3.75,0,0,2016,August,Saturday,2016/2017,0.4533736332118411,0.2866921504133701,0.25993421637478886,1,36,17,18.0,4.0,11.0,2.0,0.0,1.0,1,0,0.0,11.0,4.0,11.0,0.0,0.0,1.0,1,0,0.0,,
League One,2016-08-13,Sheffield United,Rochdale,K Johnson,9.0,8.0,2.0,2.0,4.0,9.0,4.0,3.0,1.0,1.0,0.0,0.0,1.8,3.75,5.0,2,1,2016,August,Saturday,2016/2017,0.5434782608695653,0.2608695652173913,0.19565217391304351,1,69,66,4.0,0.0,7.0,1.0,0.0,0.0,0,0,0.0,12.0,3.0,6.0,0.0,0.0,0.0,0,0,0.0,,
League One,2016-08-13,Coventry,Shrewsbury,R Joyce,14.0,6.0,4.0,1.0,14.0,13.0,11.0,2.0,4.0,3.0,0.0,0.0,2.15,3.4,3.75,1,1,2016,August,Saturday,2016/2017,0.4533736332118411,0.2866921504133701,0.25993421637478886,1,25,71,10.0,3.0,14.0,2.0,0.0,0.0,0,0,0.0,11.0,3.0,13.0,2.0,0.0,0.0,0,0,0.0,,
League One,2016-08-13,Fleetwood Town,Scunthorpe,S Stockbridge,8.0,14.0,4.0,6.0,9.0,16.0,4.0,5.0,1.0,1.0,0.0,0.0,2.8,3.3,2.75,0,1,2016,August,Saturday,2016/2017,0.3488372093023256,0.2959830866807611,0.35517970401691334,1,33,68,7.0,3.0,9.0,0.0,0.0,0.0,0,1,1.0,12.0,6.0,8.0,1.0,0.0,1.0,1,0,0.0,,
Championship,2016-08-13,Wolves,Reading,D Bond,14.0,9.0,7.0,1.0,7.0,10.0,5.0,5.0,2.0,2.0,0.0,0.0,2.45,3.25,3.2,0,0,2016,August,Saturday,2016/2017,0.39690869191871,0.29920809083102756,0.30388321725026235,0,87,65,9.0,5.0,8.0,1.0,1.0,0.0,0,1,1.0,15.0,5.0,13.0,2.0,0.0,1.0,1,0,0.0,,
Championship,2016-08-13,Brentford,Ipswich,S Martin,16.0,15.0,6.0,3.0,11.0,13.0,4.0,6.0,0.0,1.0,0.0,0.0,2.45,3.4,3.1,1,0,2016,August,Saturday,2016/2017,0.3982618552805592,0.28698280748157945,0.3147553372378613,0,11,39,8.0,4.0,9.0,1.0,0.0,0.0,0,0,0.0,9.0,7.0,17.0,2.0,0.0,1.0,1,0,0.0,,
Championship,2016-08-13,Leeds,Birmingham,P Tierney,11.0,11.0,3.0,3.0,15.0,14.0,7.0,4.0,1.0,5.0,0.0,0.0,2.3,3.3,3.5,1,2,2016,August,Saturday,2016/2017,0.42478852519308563,0.2960647296800294,0.2791467451268848,0,40,5,8.0,0.0,13.0,1.0,0.0,0.0,0,0,0.0,14.0,3.0,12.0,1.0,0.0,0.0,0,1,1.0,,
League One,2016-08-13,Chesterfield,Swindon,C Boyeson,13.0,12.0,8.0,2.0,10.0,12.0,7.0,7.0,0.0,4.0,0.0,0.0,2.3,3.5,3.3,0,0,2016,August,Saturday,2016/2017,0.42478852519308574,0.27914674512688487,0.29606472968002945,1,24,79,8.0,5.0,9.0,2.0,0.0,0.0,0,1,1.0,14.0,3.0,10.0,1.0,0.0,1.0,1,0,0.0,,
League One,2016-08-13,Charlton,Northampton,D England,17.0,7.0,6.0,3.0,8.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,2.25,3.4,3.5,2,1,2016,August,Saturday,2016/2017,0.43391066545123064,0.2871467639015497,0.2789425706472197,1,21,54,9.0,1.0,9.0,0.0,0.0,0.0,0,0,0.0,9.0,2.0,7.0,1.0,0.0,0.0,0,1,1.0,,
Premier League,2016-08-14,Bournemouth,Man United,A Marriner,9.0,11.0,3.0,7.0,7.0,10.0,4.0,2.0,0.0,1.0,0.0,0.0,4.75,3.6,1.85,2,2,2016,August,Sunday,2016/2017,0.20462401106075737,0.26999001459405486,0.5253859743451877,2,9,47,,,,,,,0,0,,,,,,,,0,0,,,
Premier League,2016-08-14,Arsenal,Liverpool,M Oliver,9.0,16.0,5.0,7.0,13.0,17.0,5.0,4.0,3.0,3.0,0.0,0.0,2.4,3.5,3.1,1,2,2016,August,Sunday,2016/2017,0.40651929561633576,0.2787560884226302,0.3147246159610341,2,2,44,,,,,,,0,0,,,,,,,,0,0,,,
League One,2016-08-14,Bristol Rvs,Oxford,C Breakspear,16.0,10.0,6.0,5.0,15.0,18.0,6.0,1.0,4.0,1.0,0.0,1.0,2.5,3.4,3.0,1,0,2016,August,Sunday,2016/2017,0.3893129770992367,0.28625954198473286,0.3244274809160305,1,14,58,6.0,3.0,7.0,2.0,0.0,0.0,0,0,0.0,16.0,6.0,7.0,1.0,0.0,0.0,0,1,1.0,,
Championship,2016-08-14,Cardiff,QPR,J Linington,9.0,9.0,1.0,2.0,11.0,14.0,3.0,1.0,1.0,4.0,0.0,0.0,2.38,3.3,3.3,1,2,2016,August,Sunday,2016/2017,0.40942928039702237,0.29528535980148884,0.29528535980148884,0,19,64,13.0,5.0,16.0,0.0,0.0,0.0,0,1,1.0,15.0,8.0,8.0,2.0,0.0,1.0,1,0,0.0,,
Premier League,2016-08-15,Chelsea,West Ham,A Taylor,16.0,7.0,6.0,3.0,16.0,16.0,7.0,1.0,5.0,2.0,0.0,0.0,1.65,4.0,6.0,1,0,2016,August,Monday,2016/2017,0.5925925925925927,0.24444444444444444,0.16296296296296295,2,22,85,,,,,,,0,0,,,,,,,,0,0,,,
Championship,2016-08-16,Burton,Sheffield Weds,N Swarbrick,17.0,8.0,8.0,3.0,5.0,12.0,5.0,7.0,1.0,1.0,0.0,0.0,3.4,3.3,2.35,0,0,2016,August,Tuesday,2016/2017,0.287595030595216,0.2963100315223438,0.41609493788244023,0,16,70,16.5,4.0,9.0,1.5,0.0,0.0,0,0,0.0,12.0,5.5,12.5,2.0,0.0,0.5,1,1,0.5,,
Championship,2016-08-16,Norwich,Bristol City,S Attwell,15.0,6.0,5.0,2.0,13.0,9.0,9.0,6.0,2.0,0.0,0.0,0.0,1.83,3.6,5.0,0,0,2016,August,Tuesday,2016/2017,0.5335230304108126,0.27120754045882983,0.19526942913035747,0,55,13,9.0,4.5,13.5,1.5,0.0,0.5,1,1,0.5,18.0,5.0,12.0,1.0,0.0,1.0,2,0,0.0,,
Championship,2016-08-16,Brentford,Nott'm Forest,T Robinson,13.0,7.0,4.0,5.0,13.0,12.0,4.0,8.0,3.0,2.0,0.0,1.0,2.38,3.4,3.25,0,0,2016,August,Tuesday,2016/2017,0.4111321948134093,0.2877925363693865,0.30107526881720437,0,11,56,12.0,5.0,10.0,0.5,0.0,0.5,1,0,0.0,14.0,3.0,14.0,3.0,0.0,0.5,1,0,0.0,,
Championship,2016-08-16,Brighton,Rotherham,S Hooper,16.0,10.0,4.0,2.0,14.0,13.0,4.0,4.0,1.0,4.0,0.0,0.0,1.45,4.5,8.5,0,0,2016,August,Tuesday,2016/2017,0.6698774080560421,0.2158493870402802,0.11427320490367776,0,12,67,16.5,6.0,18.0,2.5,0.0,0.5,1,1,0.5,7.5,2.0,12.0,2.0,0.0,0.0,0,1,0.5,,
Championship,2016-08-16,Aston Villa,Huddersfield,S Duncan,18.0,11.0,5.0,3.0,10.0,13.0,4.0,6.0,3.0,1.0,0.0,0.0,2.0,3.5,4.2,0,1,2016,August,Tuesday,2016/2017,0.48837209302325585,0.27906976744186046,0.23255813953488372,0,3,37,14.0,4.5,13.0,3.5,0.0,0.5,1,0,0.0,12.0,5.0,11.5,1.5,0.0,1.0,2,0,0.0,,
Championship,2016-08-16,Leeds,Fulham,C Kavanagh,15.0,21.0,4.0,3.0,9.0,4.0,9.0,4.0,1.0,1.0,0.0,0.0,2.8,3.4,2.7,1,1,2016,August,Tuesday,2016/2017,0.3495811119573496,0.2878903274942879,0.3625285605483625,0,40,35,9.5,1.5,14.0,1.0,0.0,0.0,0,0,0.0,10.5,4.0,11.5,1.5,0.0,1.0,2,0,0.0,,
League One,2016-08-16,Peterboro,Millwall,R Joyce,14.0,9.0,8.0,1.0,8.0,7.0,6.0,6.0,2.0,2.0,0.0,0.0,2.9,3.6,2.5,0,0,2016,August,Tuesday,2016/2017,0.33720494567253656,0.2716373173473211,0.3911577369801424,1,59,50,10.5,4.0,14.5,1.0,0.0,0.5,1,0,0.0,13.0,6.5,10.5,1.0,0.0,0.5,1,1,0.5,,
League One,2016-08-16,AFC Wimbledon,Scunthorpe,D Whitestone,20.0,13.0,6.0,5.0,12.0,14.0,7.0,3.0,1.0,1.0,0.0,0.0,2.8,3.3,2.75,2,2,2016,August,Tuesday,2016/2017,0.3488372093023256,0.2959830866807611,0.35517970401691334,1,0,68,10.5,3.5,9.5,1.5,0.0,0.0,0,0,0.0,13.0,6.0,12.0,1.0,0.0,0.5,1,1,0.5,,
League One,2016-08-16,Charlton,Shrewsbury,G Ward,12.0,14.0,7.0,4.0,5.0,13.0,2.0,3.0,0.0,3.0,0.0,0.0,2.05,3.5,4.0,0,0,2016,August,Tuesday,2016/2017,0.4765957446808511,0.27914893617021275,0.24425531914893614,1,21,71,13.0,3.5,8.5,0.0,0.0,0.0,0,1,0.5,8.5,2.0,13.0,2.5,0.0,0.0,0,1,0.5,,
League One,2016-08-16,Coventry,Bury,D England,11.0,19.0,0.0,5.0,11.0,9.0,3.0,6.0,0.0,2.0,0.0,0.0,2.45,3.3,3.2,1,1,2016,August,Tuesday,2016/2017,0.39871625448367,0.2960166131772702,0.30526713233905983,1,25,17,12.0,3.5,14.0,3.0,0.0,0.0,0,1,0.5,12.5,4.0,9.0,1.0,0.0,0.5,1,0,0.0,,
League One,2016-08-16,Milton Keynes Dons,Bradford,A Haines,16.0,8.0,5.0,6.0,13.0,9.0,12.0,4.0,2.0,1.0,0.0,0.0,2.75,3.4,2.75,2,2,2016,August,Tuesday,2016/2017,0.35602094240837695,0.28795811518324604,0.35602094240837695,1,51,10,12.0,4.5,7.5,1.5,0.0,0.5,1,1,0.5,12.5,1.5,10.5,1.5,0.0,0.5,1,1,0.5,,
League One,2016-08-16,Chesterfield,Walsall,G Salisbury,16.0,10.0,7.0,3.0,5.0,8.0,11.0,1.0,1.0,0.0,0.0,0.0,2.45,3.4,3.1,1,0,2016,August,Tuesday,2016/2017,0.3982618552805592,0.28698280748157945,0.3147553372378613,1,24,82,10.5,6.5,9.5,1.0,0.0,0.5,1,1,0.5,8.5,3.5,11.5,1.5,0.0,0.5,1,1,0.5,,
League One,2016-08-16,Port Vale,Rochdale,R Jones,6.0,6.0,1.0,3.0,11.0,17.0,3.0,1.0,2.0,3.0,0.0,0.0,2.6,3.5,2.8,1,0,2016,August,Tuesday,2016/2017,0.37433155080213903,0.27807486631016043,0.3475935828877006,1,61,66,8.5,3.0,13.5,1.5,0.0,0.5,1,1,0.5,10.0,2.5,7.5,0.5,0.0,0.0,0,1,0.5,,
Championship,2016-08-16,Preston,Derby,D Coote,9.0,16.0,1.0,3.0,15.0,7.0,5.0,5.0,1.0,0.0,0.0,0.0,3.3,3.4,2.35,1,2,2016,August,Tuesday,2016/2017,0.2963100315223438,0.287595030595216,0.41609493788244023,0,63,29,11.0,3.0,13.0,1.5,0.0,0.0,0,0,0.0,14.0,4.0,12.5,3.0,0.0,0.0,0,1,0.5,,
